Post_ID,Platform,Topic,Post_Text,Likes,Shares,Sentiment,Date
4824,1,4,12,458,20,1,48
4825,3,6,17,446,82,1,296
4826,1,0,4,1183,655,0,256
4827,3,2,10,2944,520,0,36
4828,1,3,23,4086,995,2,289
4829,1,6,11,246,213,1,7
4830,5,1,3,1920,292,2,77
4831,0,5,22,1028,27,1,244
4832,5,4,17,471,191,1,153
4833,2,1,21,564,370,0,164
4834,4,0,18,963,226,1,18
4835,4,2,12,699,24,1,347
4836,4,3,16,2338,503,0,177
4837,2,3,8,2048,566,2,145
4838,5,6,10,680,241,0,297
4839,3,2,18,140,237,1,91
4840,0,2,28,903,76,0,201
4841,5,3,23,2721,236,2,178
4842,0,3,1,4654,558,2,255
4843,4,2,18,509,265,1,42
4844,2,1,9,597,40,1,7
4845,3,3,29,171,87,0,80
4846,4,5,0,1711,760,2,31
4847,0,1,16,2192,504,0,317
4848,5,4,27,2127,139,0,325
4849,2,6,15,1891,193,0,134
4850,1,1,17,1285,253,1,89
4851,5,6,13,1138,308,0,350
4852,3,4,19,242,292,1,56
4853,3,1,28,719,697,0,239
4854,5,5,20,843,166,1,209
4855,4,1,16,2668,545,0,77
4856,1,3,1,3313,487,2,218
4857,3,2,1,2981,933,2,298
4858,5,3,24,4558,287,2,87
4859,4,0,21,2704,630,0,233
4860,2,2,25,591,276,1,287
4861,2,0,0,864,895,2,90
4862,4,4,18,273,156,1,15
4863,5,5,29,2748,522,0,133
4864,4,6,2,2478,956,2,208
4865,2,4,4,629,685,0,329
4866,4,1,5,1207,734,2,213
4867,1,6,12,724,119,1,262
4868,2,6,9,464,130,1,282
4869,5,1,6,3871,755,2,361
4870,5,0,14,1758,301,0,98
4871,5,0,29,2178,29,0,235
4872,0,3,13,1704,42,0,241
4873,0,4,14,1068,121,0,110
4874,4,0,4,839,25,0,169
4875,1,0,0,4371,255,2,103
4876,4,0,9,1398,118,1,12
4877,1,0,1,186,99,2,66
4878,4,1,29,2986,73,0,226
4879,4,1,5,1636,300,2,189
4880,3,1,18,530,66,1,217
4881,5,0,14,2305,204,0,12
4882,4,3,24,3371,136,2,61
4883,0,3,1,839,225,2,289
4884,0,4,1,2068,106,2,303
4885,4,1,17,756,262,1,14
4886,3,2,17,1029,260,1,64
4887,5,2,11,221,187,1,100
4888,0,0,4,1062,519,0,225
4889,4,4,20,338,119,1,185
4890,1,0,23,1792,451,2,321
4891,4,6,10,2817,568,0,30
4892,2,2,6,4100,272,2,158
4893,0,3,9,1186,32,1,342
4894,0,3,29,2484,407,0,142
4895,3,2,6,4970,850,2,301
4896,4,6,28,1421,40,0,264
4897,1,5,27,2696,439,0,330
4898,2,4,4,2995,279,0,338
4899,2,4,10,2377,258,0,147
4900,2,6,18,667,25,1,295
4901,1,2,1,2544,255,2,31
4902,5,5,20,408,207,1,33
4903,4,3,9,32,229,1,296
4904,2,2,29,2090,527,0,303
4905,3,6,27,938,565,0,237
4906,2,6,20,454,124,1,11
4907,2,4,11,814,92,1,260
4908,1,4,23,2764,289,2,327
4909,2,1,21,2121,178,0,51
4910,0,3,16,1161,47,0,51
4911,5,1,0,2536,527,2,301
4912,5,6,6,4226,800,2,167
4913,5,0,23,151,509,2,13
4914,2,1,19,555,249,1,90
4915,1,3,8,4493,236,2,269
4916,0,4,20,1075,293,1,187
4917,4,0,11,204,31,1,292
4918,5,2,15,492,649,0,291
4919,2,0,7,1366,178,1,128
4920,0,5,21,2407,356,0,231
4921,4,5,24,4905,875,2,8
4922,3,0,21,1543,436,0,131
4923,2,0,24,4179,509,2,85
4924,0,3,8,4509,350,2,48
4925,2,5,28,2184,208,0,202
4926,2,5,2,897,716,2,86
4927,0,6,4,685,267,0,241
4928,2,2,16,544,463,0,175
4929,0,2,9,646,140,1,202
4930,1,3,28,362,664,0,153
4931,0,6,12,61,38,1,158
4932,1,0,17,408,211,1,215
4933,0,3,24,1309,827,2,347
4934,5,6,10,808,388,0,65
4935,2,1,18,562,69,1,39
4936,3,1,3,3984,722,2,169
4937,1,2,14,2709,513,0,14
4938,0,6,3,1363,250,2,75
4939,1,2,15,1046,532,0,38
4940,1,6,6,1942,77,2,168
4941,5,0,22,794,6,1,289
4942,4,1,5,4532,930,2,53
4943,2,0,1,1028,702,2,312
4944,5,0,8,1351,677,2,43
4945,0,4,21,2569,155,0,291
4946,0,4,3,3088,775,2,149
4947,4,6,13,797,154,0,67
4948,4,2,3,748,241,2,331
4949,3,5,6,2294,994,2,66
4950,4,6,21,266,223,0,200
4951,3,1,25,1268,43,1,18
4952,3,0,2,1692,191,2,202
4953,3,3,9,874,277,1,192
4954,3,2,23,2285,284,2,309
4955,2,2,12,91,22,1,206
4956,3,1,28,2036,498,0,322
4957,2,3,27,958,190,0,216
4958,2,4,29,35,110,0,303
4959,2,1,13,1608,675,0,163
4960,5,2,9,1489,242,1,242
4961,4,0,17,1470,190,1,7
4962,3,5,3,2090,287,2,117
4963,1,0,9,949,29,1,295
4964,3,6,12,914,194,1,149
4965,3,2,3,2735,155,2,112
4966,5,2,13,43,85,0,70
4967,3,3,10,897,303,0,21
4968,0,0,13,1887,316,0,204
4969,0,2,0,4747,754,2,10
4970,3,3,12,57,32,1,288
4971,2,3,18,1005,190,1,173
4972,4,3,25,264,62,1,7
4973,3,1,16,1852,152,0,124
4974,3,0,26,2450,526,2,346
4975,4,0,10,527,82,0,303
4976,3,0,20,1125,20,1,103
4977,5,3,11,135,175,1,347
4978,5,3,21,1809,600,0,311
4979,1,2,8,4944,135,2,289
4980,2,1,25,1006,87,1,265
4981,0,3,16,307,629,0,350
4982,2,4,23,1115,249,2,358
4983,4,1,14,180,538,0,341
4984,0,5,8,1301,350,2,192
4985,4,6,6,3459,671,2,254
4986,4,4,20,524,130,1,348
4987,2,6,14,2851,605,0,1
4988,2,4,27,2618,99,0,111
4989,1,1,20,377,111,1,8
4990,0,1,17,1476,284,1,53
4991,3,1,0,4633,174,2,266
4992,0,5,11,1111,273,1,196
4993,0,0,16,48,576,0,242
4994,4,0,21,2684,310,0,231
4995,5,6,11,958,92,1,40
4996,4,5,13,1081,449,0,19
4997,5,4,2,4902,128,2,212
4998,2,1,1,4071,603,2,96
4999,0,2,16,2336,211,0,191
5000,3,3,26,2059,775,2,319
5001,0,2,10,570,505,0,318
5002,0,5,29,1353,203,0,45
5003,4,2,7,1246,191,1,10
5004,0,5,1,4261,635,2,86
5005,0,6,20,456,72,1,223
5006,4,6,21,666,600,0,138
5007,5,3,6,3042,840,2,307
5008,5,1,2,635,186,2,117
5009,1,0,7,252,185,1,270
5010,4,3,10,345,231,0,110
5011,3,1,8,4499,807,2,159
5012,0,3,15,682,549,0,171
5013,1,0,26,4341,468,2,185
5014,2,6,0,4961,392,2,294
5015,3,2,0,2864,963,2,87
5016,1,4,1,2204,860,2,251
5017,0,3,7,345,209,1,358
5018,4,4,19,612,67,1,122
5019,2,4,7,721,145,1,189
5020,2,3,27,867,19,0,169
5021,0,1,11,33,92,1,245
5022,0,2,29,1439,96,0,230
5023,0,5,15,1680,390,0,338
5024,4,6,21,1393,653,0,216
5025,0,4,24,3116,925,2,272
5026,5,1,14,1172,456,0,123
5027,1,6,29,1910,481,0,217
5028,0,2,17,1133,190,1,321
5029,0,3,13,2924,534,0,190
5030,5,1,5,2915,173,2,269
5031,1,6,23,4190,363,2,306
5032,5,6,9,151,207,1,194
5033,2,4,13,858,647,0,43
5034,3,2,27,2969,668,0,155
5035,2,2,1,4981,481,2,252
5036,5,5,15,1034,588,0,140
5037,2,2,22,972,244,1,55
5038,1,0,18,117,148,1,161
5039,1,1,14,2231,236,0,49
5040,1,2,15,2184,397,0,185
5041,4,4,13,1989,456,0,114
5042,3,6,4,1044,672,0,239
5043,5,0,3,3009,301,2,2
5044,2,1,12,1376,31,1,156
5045,5,4,26,1248,845,2,211
5046,3,5,17,203,174,1,345
5047,1,4,1,3119,127,2,116
5048,5,5,29,651,674,0,62
5049,5,3,25,883,199,1,126
5050,0,4,13,618,275,0,54
5051,0,4,4,722,200,0,23
5052,3,1,1,4841,918,2,181
5053,3,6,10,1563,363,0,126
5054,1,4,4,2225,41,0,8
5055,3,5,26,2005,842,2,287
5056,0,2,24,848,511,2,136
5057,4,0,9,17,154,1,47
5058,3,1,23,1827,725,2,72
5059,5,4,12,419,213,1,330
5060,1,6,18,1254,179,1,230
5061,5,6,25,738,66,1,163
5062,1,5,0,2730,469,2,337
5063,4,1,18,793,138,1,97
5064,4,3,10,73,490,0,133
5065,0,5,9,1347,192,1,34
5066,0,6,15,338,309,0,304
5067,2,3,13,1003,159,0,144
5068,4,0,27,2240,240,0,305
5069,4,3,4,322,154,0,218
5070,1,3,7,156,176,1,265
5071,4,5,16,2612,396,0,48
5072,4,5,2,3087,578,2,254
5073,1,5,2,420,861,2,354
5074,0,4,7,556,31,1,71
5075,4,1,8,4442,494,2,52
5076,0,3,0,4211,535,2,242
5077,5,6,11,875,177,1,179
5078,0,0,26,618,306,2,137
5079,4,1,0,4815,151,2,219
5080,3,3,28,1228,110,0,88
5081,3,6,20,579,157,1,318
5082,1,2,27,581,455,0,344
5083,1,0,4,1862,46,0,45
5084,4,6,8,854,329,2,264
5085,3,5,13,52,135,0,54
5086,3,5,11,1195,141,1,48
5087,2,0,5,4717,535,2,155
5088,0,5,0,1162,289,2,44
5089,5,0,0,625,476,2,289
5090,2,3,23,2643,919,2,290
5091,5,0,16,779,158,0,149
5092,1,5,27,2240,277,0,247
5093,0,5,18,509,90,1,244
5094,4,6,18,152,149,1,219
5095,0,5,13,1203,425,0,27
5096,4,6,14,563,345,0,57
5097,5,6,2,232,905,2,4
5098,2,3,3,4156,417,2,59
5099,1,1,9,727,47,1,190
5100,1,0,5,4405,703,2,12
5101,0,5,3,563,420,2,275
5102,4,2,26,2007,95,2,197
5103,0,1,4,982,651,0,240
5104,3,0,19,854,255,1,95
5105,5,4,23,402,581,2,333
5106,3,0,10,656,154,0,28
5107,0,4,25,1442,33,1,58
5108,3,0,25,242,24,1,36
5109,5,6,3,4818,188,2,279
5110,2,4,0,2313,263,2,149
5111,5,0,2,4405,1000,2,119
5112,5,5,6,781,94,2,73
5113,3,5,21,256,235,0,30
5114,2,2,5,4668,798,2,37
5115,4,0,25,1471,182,1,310
5116,0,1,17,404,184,1,214
5117,2,0,19,817,115,1,204
5118,0,6,19,852,31,1,121
5119,5,3,5,4734,879,2,226
5120,0,5,26,4582,712,2,46
5121,3,0,12,1161,152,1,18
5122,4,1,3,4999,197,2,31
5123,1,2,23,281,272,2,262
5124,4,2,23,4128,585,2,42
5125,1,6,12,1313,277,1,162
5126,4,3,21,1840,423,0,303
5127,5,1,8,3916,874,2,230
5128,1,5,4,559,57,0,19
5129,1,1,18,1052,152,1,171
5130,2,4,22,553,268,1,60
5131,0,3,4,845,367,0,64
5132,2,0,5,3042,586,2,311
5133,0,3,11,1496,201,1,3
5134,5,5,19,992,211,1,92
5135,1,5,1,4116,692,2,121
5136,0,3,13,2033,352,0,47
5137,0,1,27,1176,183,0,8
5138,0,2,27,1056,499,0,5
5139,0,2,19,189,206,1,272
5140,0,1,27,1324,683,0,111
5141,3,1,16,1152,470,0,117
5142,1,3,15,1399,129,0,163
5143,5,0,10,359,337,0,69
5144,2,0,25,641,113,1,217
5145,3,0,27,1462,572,0,14
5146,1,1,26,905,876,2,239
5147,5,3,29,2177,439,0,71
5148,1,4,0,3706,978,2,179
5149,3,1,23,2476,701,2,244
5150,0,5,10,161,420,0,225
5151,2,3,15,2398,421,0,201
5152,1,1,19,591,200,1,285
5153,3,5,14,2930,179,0,349
5154,1,4,18,281,123,1,60
5155,3,3,13,1205,91,0,150
5156,5,2,19,575,38,1,17
5157,1,4,15,1754,274,0,46
5158,4,1,5,1333,850,2,187
5159,0,2,23,630,718,2,203
5160,5,4,16,1952,640,0,330
5161,4,5,23,1160,652,2,4
5162,1,2,17,744,100,1,179
5163,2,3,11,100,117,1,62
5164,5,5,5,579,587,2,147
5165,5,6,26,2013,291,2,124
5166,2,0,23,2259,547,2,270
5167,5,0,6,3761,113,2,310
5168,4,2,17,1335,194,1,162
5169,2,1,17,156,83,1,74
5170,3,1,12,97,264,1,8
5171,3,1,13,48,282,0,275
5172,3,2,8,1952,158,2,246
5173,4,1,26,2884,946,2,180
5174,1,3,20,1344,197,1,75
5175,4,6,0,1757,758,2,117
5176,1,4,28,1046,244,0,81
5177,2,4,3,362,305,2,158
5178,5,3,20,104,254,1,70
5179,0,0,23,4751,633,2,228
5180,3,4,25,1361,245,1,252
5181,5,5,14,486,38,0,238
5182,1,3,1,3949,878,2,310
5183,2,2,22,1161,165,1,185
5184,0,2,12,719,171,1,230
5185,2,4,22,15,45,1,349
5186,4,4,6,1215,514,2,194
5187,4,6,4,1027,670,0,161
5188,3,0,28,1116,675,0,170
5189,1,6,17,866,173,1,282
5190,0,4,1,3233,720,2,65
5191,1,6,16,1475,181,0,332
5192,2,0,8,123,457,2,267
5193,4,3,24,3041,244,2,36
5194,2,0,0,715,326,2,3
5195,2,5,27,473,384,0,135
5196,2,5,13,921,263,0,30
5197,1,5,17,721,79,1,287
5198,1,4,27,642,415,0,193
5199,0,4,0,1738,133,2,357
5200,4,4,7,525,288,1,109
5201,0,6,7,99,121,1,250
5202,0,5,18,644,192,1,364
5203,2,4,3,1811,91,2,17
5204,4,6,25,108,287,1,48
5205,3,4,8,4309,407,2,48
5206,3,2,27,2128,313,0,100
5207,3,0,7,841,10,1,68
5208,1,2,13,2546,32,0,21
5209,0,6,9,175,80,1,50
5210,0,5,19,1078,40,1,105
5211,2,1,13,1766,327,0,333
5212,0,6,9,138,237,1,45
5213,0,2,1,4425,899,2,17
5214,0,6,2,1961,704,2,199
5215,2,2,27,2371,68,0,170
5216,0,4,9,999,63,1,60
5217,0,5,1,510,303,2,22
5218,3,6,6,1229,798,2,354
5219,4,2,17,1494,21,1,36
5220,5,0,17,210,242,1,315
5221,2,0,23,734,401,2,29
5222,1,6,13,801,546,0,118
5223,3,1,2,4529,417,2,222
5224,3,2,4,1565,620,0,207
5225,0,0,19,1267,149,1,338
5226,2,6,4,2129,118,0,318
5227,4,4,19,551,94,1,277
5228,2,1,22,199,12,1,274
5229,2,2,7,970,103,1,195
5230,0,3,1,2221,150,2,105
5231,4,2,15,964,199,0,321
5232,2,4,24,3824,665,2,176
5233,4,3,6,3478,681,2,146
5234,5,5,23,740,82,2,267
5235,2,5,20,451,58,1,180
5236,0,2,4,2377,509,0,301
5237,0,5,21,578,666,0,347
5238,3,2,16,175,22,0,347
5239,0,3,11,1388,83,1,256
5240,2,6,9,940,227,1,358
5241,3,4,6,2098,377,2,17
5242,4,6,4,2401,307,0,194
5243,0,3,9,229,75,1,204
5244,0,0,13,162,156,0,111
5245,5,2,23,3112,445,2,302
5246,3,1,12,578,45,1,34
5247,5,0,7,887,23,1,336
5248,1,6,8,2851,474,2,72
5249,0,1,26,3402,555,2,266
5250,0,1,27,201,136,0,95
5251,3,5,11,252,47,1,165
5252,4,0,4,2162,153,0,286
5253,0,2,3,2005,821,2,98
5254,2,1,21,1661,76,0,225
5255,2,3,19,933,250,1,208
5256,4,6,13,352,39,0,264
5257,0,3,4,1523,612,0,354
5258,1,3,21,1960,210,0,352
5259,4,2,7,341,106,1,320
5260,5,6,27,91,406,0,77
5261,0,3,9,1183,155,1,35
5262,2,3,14,498,532,0,58
5263,4,0,11,502,165,1,12
5264,3,2,1,2092,663,2,271
5265,4,0,29,2722,115,0,276
5266,1,6,24,1796,292,2,80
5267,3,4,5,4889,409,2,239
5268,4,3,25,1049,120,1,132
5269,1,0,18,300,293,1,266
5270,1,4,1,650,816,2,19
5271,0,6,12,1424,230,1,248
5272,0,2,0,2625,436,2,337
5273,0,5,11,257,110,1,275
5274,2,3,8,2041,136,2,233
5275,2,6,9,970,235,1,71
5276,1,2,5,3470,705,2,13
5277,3,2,7,1482,9,1,305
5278,4,4,12,1190,155,1,364
5279,5,6,9,95,147,1,241
5280,3,0,10,1170,693,0,177
5281,2,0,8,2458,726,2,127
5282,0,2,25,1255,100,1,42
5283,4,5,6,2580,406,2,330
5284,0,4,18,1454,112,1,119
5285,4,6,8,1077,264,2,254
5286,0,4,13,2501,593,0,18
5287,0,6,29,644,645,0,139
5288,4,3,29,2878,302,0,78
5289,5,3,20,797,92,1,189
5290,0,5,22,785,12,1,273
5291,5,2,24,2506,480,2,199
5292,3,4,6,3377,232,2,76
5293,4,5,3,4719,441,2,222
5294,3,4,15,2811,486,0,45
5295,5,3,5,1608,860,2,85
5296,4,3,4,1975,407,0,33
5297,4,6,6,3782,512,2,284
5298,4,5,8,926,65,2,320
5299,2,6,2,3368,856,2,288
5300,3,6,15,1283,161,0,238
5301,0,0,14,870,54,0,75
5302,0,4,14,696,27,0,82
5303,4,2,24,837,997,2,130
5304,3,3,11,1151,17,1,296
5305,5,6,12,401,136,1,5
5306,2,0,6,1454,959,2,247
5307,2,6,26,130,860,2,12
5308,1,6,26,2359,793,2,174
5309,1,2,0,1250,230,2,323
5310,4,5,0,692,461,2,146
5311,2,3,29,2094,190,0,208
5312,4,0,11,1299,203,1,197
5313,5,6,4,877,410,0,184
5314,2,1,25,306,252,1,51
5315,1,1,7,321,234,1,36
5316,3,5,1,4742,396,2,226
5317,5,5,24,4043,98,2,202
5318,0,1,24,699,226,2,346
5319,1,6,5,1904,478,2,9
5320,1,3,6,3412,862,2,64
5321,5,4,2,4640,496,2,141
5322,4,2,20,129,166,1,274
5323,5,3,14,29,280,0,87
5324,2,4,20,1342,250,1,202
5325,5,1,21,581,184,0,201
5326,4,5,25,363,241,1,131
5327,4,6,21,1583,29,0,135
5328,0,2,25,1436,285,1,204
5329,2,1,21,1188,657,0,255
5330,3,1,23,2943,734,2,360
5331,2,0,10,373,108,0,281
5332,3,3,10,2248,175,0,3
5333,0,6,29,989,488,0,168
5334,0,0,26,3470,390,2,282
5335,1,0,3,3168,279,2,105
5336,2,2,27,2823,180,0,229
5337,2,2,29,2334,606,0,150
5338,3,3,1,3950,455,2,3
5339,0,0,20,175,210,1,340
5340,4,1,23,3077,346,2,120
5341,0,1,24,2660,102,2,85
5342,2,5,18,698,24,1,79
5343,1,5,23,856,238,2,177
5344,1,1,15,2375,397,0,233
5345,2,3,1,3321,160,2,213
5346,0,3,7,1460,133,1,172
5347,3,5,17,1165,33,1,172
5348,3,3,22,1311,243,1,274
5349,3,5,25,368,47,1,359
5350,3,0,8,3685,259,2,166
5351,3,1,25,191,240,1,319
5352,2,4,18,643,155,1,343
5353,5,3,28,1024,271,0,274
5354,1,3,24,2923,822,2,307
5355,5,2,2,2660,385,2,73
5356,5,0,4,238,88,0,355
5357,3,3,15,38,223,0,309
5358,5,2,16,792,269,0,69
5359,5,3,16,2543,594,0,310
5360,5,5,4,1722,22,0,86
5361,4,2,18,325,103,1,350
5362,4,1,21,78,499,0,165
5363,4,0,3,3630,275,2,140
5364,1,4,14,2379,615,0,120
5365,5,1,25,146,254,1,161
5366,5,5,20,1286,41,1,354
5367,0,0,17,110,7,1,40
5368,2,0,25,1422,300,1,98
5369,0,0,16,2791,594,0,223
5370,3,5,24,1802,111,2,73
5371,3,6,23,1401,435,2,303
5372,4,5,28,1405,332,0,69
5373,1,5,12,564,261,1,314
5374,3,6,4,744,291,0,138
5375,3,0,5,4840,114,2,183
5376,5,3,20,81,18,1,221
5377,1,5,17,1184,100,1,267
5378,5,6,22,1117,203,1,54
5379,5,5,17,1173,146,1,246
5380,5,3,10,563,49,0,117
5381,3,4,21,1687,669,0,112
5382,2,2,17,1348,216,1,204
5383,3,1,16,2518,129,0,90
5384,5,5,28,2528,570,0,294
5385,1,2,4,257,543,0,228
5386,0,5,4,2813,652,0,133
5387,0,1,25,916,147,1,63
5388,2,0,3,4374,818,2,56
5389,2,0,20,786,159,1,67
5390,0,4,2,833,596,2,85
5391,2,1,5,3795,838,2,209
5392,3,0,18,498,169,1,159
5393,0,5,8,4592,65,2,238
5394,2,5,7,566,231,1,28
5395,2,0,18,1307,117,1,68
5396,1,6,7,765,88,1,244
5397,0,5,17,461,278,1,24
5398,5,0,15,2809,290,0,200
5399,3,3,11,1417,5,1,172
5400,5,6,26,3772,948,2,69
5401,1,3,22,124,268,1,150
5402,1,3,1,599,556,2,137
5403,1,3,23,4376,789,2,5
5404,3,2,20,354,46,1,365
5405,4,3,29,2040,232,0,160
5406,0,1,29,1167,102,0,168
5407,4,3,24,453,527,2,17
5408,5,1,22,1201,7,1,260
5409,0,6,1,4430,408,2,70
5410,4,2,29,1260,287,0,339
5411,4,5,1,3319,203,2,177
5412,5,0,25,857,238,1,345
5413,4,4,3,4901,68,2,169
5414,2,6,19,839,99,1,140
5415,5,0,28,2532,439,0,355
5416,3,4,16,615,575,0,157
5417,0,2,17,1496,46,1,356
5418,3,1,22,478,118,1,211
5419,4,2,20,1335,20,1,1
5420,1,3,29,1006,622,0,44
5421,4,3,23,3117,743,2,332
5422,3,2,27,613,614,0,266
5423,3,4,3,3858,116,2,337
5424,4,0,10,1946,273,0,255
5425,1,4,22,1455,90,1,298
5426,1,6,1,4140,736,2,329
5427,4,3,26,4109,210,2,208
5428,1,2,22,566,283,1,69
5429,3,1,7,1155,210,1,314
5430,4,3,24,4342,473,2,265
5431,2,5,13,2440,513,0,3
5432,1,3,16,1750,639,0,137
5433,1,5,7,1030,266,1,138
5434,2,6,23,2582,441,2,99
5435,2,3,3,2099,98,2,252
5436,5,5,21,250,685,0,16
5437,1,1,18,1250,28,1,229
5438,4,4,26,4550,304,2,156
5439,4,3,17,1251,156,1,31
5440,2,5,6,1243,393,2,20
5441,2,3,4,1592,400,0,357
5442,5,4,29,198,462,0,134
5443,0,1,26,3629,350,2,299
5444,1,3,25,228,124,1,202
5445,2,6,1,768,441,2,296
5446,3,4,10,1459,251,0,113
5447,1,4,13,1247,269,0,133
5448,2,4,21,61,464,0,212
5449,5,6,4,1265,681,0,225
5450,5,4,19,670,37,1,55
5451,4,1,4,1868,145,0,310
5452,5,6,7,191,34,1,360
5453,1,3,16,45,422,0,104
5454,5,5,3,3523,899,2,273
5455,2,6,25,932,281,1,231
5456,2,6,16,1051,459,0,83
5457,0,0,7,797,14,1,214
5458,2,1,17,266,66,1,272
5459,5,0,29,208,59,0,15
5460,0,4,24,3347,456,2,281
5461,3,0,10,895,415,0,35
5462,2,0,7,320,112,1,357
5463,1,5,14,2783,245,0,2
5464,4,3,14,1375,330,0,205
5465,5,6,12,413,286,1,115
5466,2,4,24,1404,168,2,311
5467,3,6,5,4825,793,2,149
5468,4,3,11,1342,261,1,182
5469,5,5,7,586,98,1,120
5470,3,4,28,2093,497,0,314
5471,3,0,0,1817,494,2,124
5472,3,1,1,4738,224,2,42
5473,0,3,16,1789,500,0,245
5474,4,5,23,2527,191,2,24
5475,2,1,20,1081,24,1,253
5476,5,1,8,2432,393,2,39
5477,3,4,2,2642,736,2,159
5478,4,4,17,742,264,1,321
5479,0,1,7,148,162,1,159
5480,3,0,16,1329,167,0,19
5481,3,0,21,1607,567,0,0
5482,5,2,4,1245,256,0,3
5483,3,3,24,1891,264,2,195
5484,4,6,7,1484,291,1,305
5485,1,6,7,1304,79,1,136
5486,0,4,26,3419,450,2,227
5487,3,1,0,2485,67,2,110
5488,0,0,23,3939,667,2,6
5489,1,2,28,515,665,0,2
5490,5,2,23,1089,509,2,320
5491,2,0,9,1412,60,1,203
5492,0,1,5,811,735,2,262
5493,4,1,28,2238,99,0,184
5494,5,0,12,514,191,1,329
5495,4,2,0,3561,571,2,251
5496,1,5,0,2283,723,2,362
5497,1,3,19,185,164,1,12
5498,3,2,10,1069,248,0,268
5499,5,1,7,708,10,1,328
5500,0,2,20,942,25,1,222
5501,1,4,6,3437,393,2,276
5502,4,0,5,749,193,2,109
5503,5,6,10,1004,99,0,322
5504,5,6,8,3069,280,2,9
5505,1,3,11,861,7,1,38
5506,5,3,28,1620,647,0,240
5507,4,1,4,2605,383,0,21
5508,4,4,19,54,299,1,206
5509,0,5,9,1298,255,1,251
5510,2,6,10,177,131,0,334
5511,3,0,9,1109,280,1,230
5512,2,0,21,2065,238,0,140
5513,4,4,9,299,97,1,146
5514,4,3,18,150,56,1,17
5515,0,5,24,959,470,2,164
5516,3,2,4,1347,306,0,4
5517,3,2,8,2501,437,2,136
5518,5,1,3,3127,511,2,361
5519,1,1,6,2027,381,2,2
5520,0,6,1,1715,952,2,308
5521,1,1,14,1547,210,0,177
5522,5,6,19,716,237,1,114
5523,2,0,18,1229,118,1,37
5524,0,2,13,1820,287,0,348
5525,0,6,19,788,142,1,364
5526,3,6,9,1048,101,1,93
5527,3,1,10,2047,98,0,279
5528,4,6,4,685,370,0,260
5529,4,5,29,208,44,0,12
5530,5,0,16,2840,157,0,311
5531,4,6,17,1400,145,1,330
5532,5,1,10,2351,461,0,72
5533,3,2,23,1896,728,2,78
5534,0,5,21,238,450,0,272
5535,2,6,1,595,245,2,243
5536,4,0,6,3333,488,2,2
5537,1,1,18,99,138,1,35
5538,5,6,23,792,390,2,208
5539,5,4,24,3896,68,2,191
5540,1,4,27,2661,127,0,212
5541,2,2,25,1189,36,1,257
5542,4,3,17,92,133,1,270
5543,3,6,23,1467,334,2,45
5544,3,1,10,1597,548,0,241
5545,0,4,4,2281,385,0,44
5546,0,2,2,3715,502,2,245
5547,5,4,7,741,194,1,205
5548,1,5,15,1285,278,0,203
5549,1,2,26,3168,374,2,162
5550,4,2,24,425,546,2,159
5551,1,3,3,3232,747,2,26
5552,2,3,18,158,250,1,131
5553,2,4,8,4936,289,2,25
5554,0,3,1,3458,606,2,271
5555,0,3,25,662,149,1,13
5556,5,4,16,2370,483,0,64
5557,5,1,24,3026,131,2,147
5558,5,6,2,4111,571,2,209
5559,5,3,14,1304,230,0,110
5560,4,1,9,1377,157,1,292
5561,4,6,1,272,154,2,99
5562,1,6,16,2566,616,0,220
5563,3,5,11,871,26,1,119
5564,3,2,7,644,67,1,137
5565,4,4,21,2256,554,0,143
5566,3,6,12,1490,117,1,36
5567,4,2,22,1170,270,1,336
5568,4,4,9,410,74,1,166
5569,2,5,21,1794,18,0,307
5570,3,4,10,696,136,0,221
5571,2,1,17,900,18,1,305
5572,2,3,5,4771,384,2,115
5573,2,4,14,355,79,0,23
5574,1,3,12,1226,277,1,47
5575,2,3,23,720,378,2,317
5576,5,5,20,436,201,1,58
5577,4,5,26,3907,688,2,101
5578,2,1,5,4377,53,2,7
5579,3,6,8,3337,805,2,139
5580,4,5,9,397,225,1,164
5581,1,5,11,519,144,1,272
5582,2,4,0,3980,224,2,279
5583,3,3,26,394,230,2,305
5584,0,1,24,4752,202,2,165
5585,2,4,18,14,175,1,31
5586,0,6,6,1177,493,2,281
5587,2,5,0,4737,233,2,202
5588,2,0,20,182,293,1,324
5589,3,0,8,4759,442,2,290
5590,4,1,5,358,860,2,214
5591,1,6,28,395,526,0,104
5592,5,1,18,569,175,1,321
5593,3,2,26,2239,591,2,169
5594,4,2,11,320,224,1,211
5595,2,2,2,922,589,2,242
5596,0,2,4,948,530,0,9
5597,3,3,24,4071,553,2,191
5598,1,1,8,3260,957,2,5
5599,0,3,6,865,91,2,94
5600,3,4,14,2275,430,0,110
5601,3,2,5,3733,331,2,272
5602,5,1,20,930,69,1,276
5603,5,5,8,3274,801,2,79
5604,3,3,28,662,370,0,187
5605,3,1,20,23,271,1,327
5606,3,2,6,381,578,2,130
5607,5,1,20,166,127,1,365
5608,2,6,10,839,127,0,64
5609,2,3,24,3122,433,2,62
5610,0,4,0,1083,147,2,337
5611,0,0,18,32,195,1,238
5612,1,6,24,2864,68,2,189
5613,3,3,15,845,195,0,151
5614,0,6,29,1599,619,0,120
5615,4,5,19,203,260,1,261
5616,4,0,5,3687,719,2,148
